Table 1
,,,,,,
,The Movement for Palestine Takes Over MoMA,The Nation,12 hours ago,Hundreds of protesters occupied the storied museum in a reminder that theart world cannot evade its political and moral responsibilities.,,
,"UPDATED: Israel-Palestine crisis: UN humanitarians plead for 'access,access, access'",UN News,"Nov 7, 2023","A month since Hamas militants killed 1400 people in Israel, taking over 240hostage, and as the Israeli offensive into Gaza continues which...",,
,The beginning of the end? The hypothetical future of Palestinian politics,Al Jazeera,"Nov 28, 2023","Hamas agrees. “They cannot rearrange the Palestinian house to suitthemselves. Hamas will remain, and what comes after Hamas will also beHamas,...",,
,,,,,,
,,,,,,
,"Israel, Palestine, and the children in the middle – New Hampshire Bulletin",New Hampshire Bulletin,"Nov 9, 2023","Israel is blamed for the forced expulsion of Arabs known as the Nakba, for“settler colonialism,” for the border wall, and for treating Arabs...",,
,Palestinian territories profile,BBC,"Jun 26, 2023","The Palestinian national movement gradually regrouped in the West Bank andGaza, run respectively by Jordan and Egypt, and in refugee camps in...",,
,"Israel-Palestine crisis: Gaza City a 'ghost town', reports UN aid agency",UN News,"Nov 29, 2023","Amid hopes of a deal to extend the pause in fighting in Gaza between Israeland Hamas on Wednesday, the UN agency for Palestinian refugees...",,
,Parched: Israel's policy of water deprivation in the West Bank [EN/AR/HE] -occupied Palestinian territory,ReliefWeb,"Aug 12, 2023","The shortage is not the result of fate or of a natural disaster, nor is itpart of an unavoidable regional water crisis. Instead, it is an...",,
,"NDP pushing Liberals to recognize state of Palestine as U.K., U.S. signalopenness",Toronto Star,1 day ago,"OTTAWA - New Democrats are calling on the Liberal government to have Canadaformally recognize Palestine as a state, saying it would help...",,
,The Palestine exception’: why pro-Palestinian voices are suppressed in theUS,The Guardian,"Nov 1, 2023",The swift blowback against pro-Palestinian voices builds on decades oforganized efforts to “tar Palestinian rights speech as pro-terrorist or...,,
,ACAPS Thematic Report: Israel/Palestine - Current situation and anticipatedimpacts of the crisis in the West Bank (24 ...,ReliefWeb,"Nov 24, 2023",The number of Palestinians killed in the West Bank since 7 October accountsfor 48% of the total Palestinian deaths (452) reported in the West...,,
,"Israel-Palestine war: ‘Ceasefire’ or ‘pause’, what have world leaders said?",Al Jazeera,"Nov 30, 2023","Following several failed resolutions at the United Nations and a flurry ofdiplomatic efforts, a four-day Gaza truce, agreed upon by Hamas and...",,
,"Israel/Palestine war: 41 journalists, more than one a day, killed in firstmonth of Israel-Palestine war",Reporters sans frontières,"Nov 7, 2023",A total of 41 journalists have so far been killed in the Israel-Palestinewar which began on 7 October. 36 among them are Palestinian...,,
,,,,,,
,,,,,,
,Dozens of Palestine activists surround house of Tory MP Tobias Ellwood in'wholly unacceptable' protest,LBC,Prieš 6 valandas,As many as 80 pro-Palestine protesters surrounded the home of ConservativeMP Tobias Ellwood to accuse him of being complicit in genocide.,,
,Israel-Palestinian bitterness deepened by Hamas attack and war,BBC,Prieš 1 mėnesį,Both Israelis and Palestinians believe the world does not understand theirpain and suffering.,,
,Israel-Palestine escalation updates: Gaza under bombardment | Israel War onGaza News,Al Jazeera,2023-10-07,"Thank you for joining us · At least 232 Palestinians have been killed inIsraeli air attacks on the Gaza Strip according to medical sources,...",,
,Tens of thousands rally around the world in solidarity with Palestine,Al Jazeera,2023-10-15,Protesters march in support of Palestinians in cities around the worldcalling for an end to Israeli bombing of Gaza.,,
,The definition of a chilling effect': SAC faces new scrutiny overPalestine event delay,Texas Public Radio | TPR,Prieš 1 savaitę,The Foundation for Individual Rights and Expression has expressed concernthat leaders at San Antonio College violated faculty and student...,,
,The Re-emergence of the Palestine Question in World Politics,Foreign Policy Research Institute,2023-12-18,"The Palestinian cause plays a key role in a number of political trends likeanti-authoritarian protests, violence and irregular warfare in the...",,
,One Palestinian child in Gaza killed every 15 minutes by Israeli forces,Defense for Children Palestine,2023-10-16,"More than 1000 Palestinian children have been killed in the Israeli attackson Gaza, and many are still missing under the rubble.",,
,Ignoring the roots of violence in the Israel–Palestine conflict challengesany future peace,Chatham House,2023-10-27,"Last year, the UN's Special Coordinator, Tor Wennesland, argued that'Israel's settlement expansion continues to fuel violence in the Occupied...",,
,Israelis turned Palestine into hell': Sri Lankan evacuees fear for familyin Gaza,Arab News,Prieš 1 mėnesį,"Israelis turned Palestine into hell': Sri Lankan evacuees fear for familyin Gaza ... When Fathima Rikaza left Gaza in November, it was to bring...",,
,,,,,,
,,,,,,
,Cancelled or sacked over support for Palestine,Al Jazeera,"Nov 16, 2023",Hundreds of people have found themselves sacked for speaking out againstIsrael's bombardment of Gaza.,,
,Israel/Palestine: Videos of Hamas-Led Attacks Verified,Human Rights Watch,"Oct 17, 2023","Human Rights Watch is investigating these attacks and others as war crimes.The first video, taken at 7:55 am, according to the timestamp, shows...",,
,Israel-Hamas updates: Thousands flee as Israel starts ground raids in Gaza,Al Jazeera,"Oct 13, 2023","Here are the updates from the Israel-Hamas war on Friday October 13, 2023.",,
,LTE: Open letter on NU leaders' responses to war in Palestine and Israel,The Daily Northwestern,"Oct 16, 2023",Decontextualized declarations dismiss Palestinians' struggle for rights andself-determination. They neglect the root causes of today's violence...,,
,"If Christ were born today, he would be born under rubble, Israeli bombing’",Al Jazeera,"Dec 7, 2023","All Palestinian churches cancelled Christmas festivities, one church inBethlehem shares its pain through iconography.",,
,Food and medicine for Gaza – Germany has increased its assistance forpeople in Gaza,Auswärtiges Amt,4 days ago,"The humanitarian situation in the Gaza Strip is disastrous. In order toalleviate the suffering, Germany is yet again increasing its...",,
,A second Nakba? What history tells us about Palestine and Israel,Al Jazeera,"Nov 24, 2023","In this episode of UpFront, we look back at the history and context leadingup to the current Israel-Gaza war.",,
,UAE says it plans to treat 1000 Palestinian children from Gaza,Reuters,"Nov 2, 2023","The United Arab Emirates said on Thursday it planned to treat 1000Palestinian children from Gaza, without saying how they would leave the...",,
,What are the roots of the Israel-Palestine conflict?,The Guardian,"Oct 13, 2023","Fighting between Jewish armed groups, some of which the British regarded asterrorist organisations, and Palestinians escalated until the armies...",,
,,,,,,
,,,,,,
,"If courts are soft on pro-Palestinian mobs, where is the legal deterrent?...",The Sun,1 day ago,Duff justiceNOT for the first time we ask: what planet do our judges andmagistrates live on?When the butchers of Hamas struck Israel and...,,
,Israel-Palestine escalation updates: Gaza under bombardment | Israel War onGaza News,Al Jazeera,7 Oct 2023,"Thank you for joining us · At least 232 Palestinians have been killed inIsraeli air attacks on the Gaza Strip according to medical sources,...",,
,"Genocide in Gaza, nearly 600 Palestinian children killed by Israeli forces",Defense for Children Palestine,13 Oct 2023,DCIP is working to document additional attacks and killings. Israeli forceshave shot and killed eight Palestinian children in the occupied West...,,
,How a Student Group Is Politicizing a Generation on Palestine,The New Yorker,15 Dec 2023,How a Student Group Is Politicizing a Generation on Palestine. Activistswith Students for Justice in Palestine have mobilized major campus...,,
,Israel/OPT: 'Nowhere safe in Gaza': Unlawful Israeli strikes illustratecallous disregard for Palestinian lives,Amnesty International,20 Nov 2023,Israeli forces have demonstrated – yet again – a chilling indifference tothe catastrophic toll on civilians of their ongoing relentless...,,
,What Is Hamas?,Council on Foreign Relations,31 Oct 2023,The Palestinian militant group has struggled to govern Gaza and remainscommitted to violently resisting Israel. Its surprise attack against...,,
,Israel-Gaza war: Why is Africa divided on supporting Palestine?,Al Jazeera,14 Oct 2023,"Although the request was granted, Israel's status was suspended thisFebruary, after Algeria and South Africa protested the move. Palestine,on...",,
,Japan Should Act to Prevent Further Atrocities in Israel and Palestine,Human Rights Watch,13 Nov 2023,Japan's Foreign Minister Yoko Kamikawa met with her Israeli counterpart onNovember 3 and condemned the “brutal killing and kidnapping by...,,
,"Free Palestine' Protesters At Wyoming Capitol Accuse Gordon, Hageman OfGenocide",Cowboy State Daily,1 day ago,About 40 people gathered outside the Wyoming Capitol on Monday to accuseGov. Mark Gordon and U.S. Rep. Harriet Hageman of committing...,,
,,,,,,
,,,,,,
,How women in Israel and Palestine are pushing for peace — together,The Conversation,2023-10-17,The joint Women Wage Peace-Women of the Sun initiative unites Israeli andPalestinian women calling for peace. The international community...,,
,Braverman slammed after calling UK pro-Palestine protesters ‘hate marchers’,Al Jazeera,2023-11-09,"“Suella Braverman is out of control,” Yvette Cooper, of the main oppositionLabour Party, wrote on X. “Her article tonight is a highly...",,
,Israel-Gaza war in maps and charts: Live tracker,Al Jazeera,2023-10-09,The latest death toll stands at 28730 Palestinians and about 1139 peoplekilled in Israel since October 7.,,
,The US campus crackdown on pro-Palestine activism,The New Arab,2023-12-14,In-depth: Pro-Palestinian activist groups are facing growing scrutiny andsuppression across US college campuses for opposing Israel's war...,,
,Digital Rights Groups Urge Meta to Stop Silencing Palestine,Electronic Frontier Foundation,2023-12-06,"In the wake of the October 7 attack on Israel and the ensuing backlash onPalestine, Meta has engaged in unjustified content and account...",,
,40 Books to Understand Palestine ‹ Literary Hub,Literary Hub,2023-11-14,"From Ghassan Kanafani's ""Men in the Sun"" to Adania Shibli's ""Minor Detail""· Men in the Sun by Ghassan Kanafani (trans. · The Tiny Journalist by...",,
,Harvard students' pro-Palestine hunger strike lasts only 12 hours,Campus Reform,Prieš 2 dienas,"Over 30 Harvard University stopped eating in support of students at BrownUniversity, whose own strike ended just hours later.",,
,Countries Should Back ICC Investigation on Israel-Palestine,Human Rights Watch,2023-10-25,"Not all countries are members of the ICC and crises marked by grave abusesare often beyond its remit. But while Israel is not a member, the...",,
,Act Now Against These Companies Profiting from the Genocide of thePalestinian People,BDS Movement |,Prieš 1 mėnesį,"UPDATED: Below is a detailed guide to our targeted consumer boycotts,divestment and pressure campaigns. Help us spread the word to maximize...",,
,,,,,,
,,,,,,
,Lessons from South Africa's anti-apartheid struggle for Palestine?,Socialist Worker,3 days ago,Mass action defeated the apartheid government in South Africa. Can the samemethods win against apartheid Israel?,,
,Israel-Hamas war updates: UN General Assembly urges Gaza ceasefire,Al Jazeera,"Dec 13, 2023","This live page is now closed. Follow along with our coverage of the Israeliwar on Gaza at our new page, here.",,
,Rishi Sunak condemns pro-Palestinian protest at Tobias Ellwood's home,The Times,4 hours ago,About 60 to 80 people from the Palestine Solidarity Movement chantedoutside the Bournemouth East MP's house.,,
,UN Human Rights Office - OPT: Unlawful killings in Gaza City - occupiedPalestinian territory,ReliefWeb,"Dec 20, 2023",Attachments ... OHCHR OPT has received disturbing information alleging thatIsraeli Defence Forces (IDF) summarily killed at least 11 unarmed...,,
,"Israel, Palestine and the mirage of a two-state solution",Financial Times,"Dec 11, 2023","Israel, Palestine and the mirage of a two-state solution ... Illustrationof a flattened city and the smoke coming from the ruins is spelling out...",,
,Palestinian militants kill 2 alleged informers for Israel and mob dragsbodies through camp alleys,AP News,"Nov 25, 2023",Palestinian officials say militants in a northern West Bank refugee camphave shot and killed two suspected collaborators with Israel.,,
,Israel-Palestine crisis: UN emergency relief chief unveils 10-point plan'to rein in the carnage',UN News,"Nov 15, 2023",The UN's top emergency relief official unveiled a 10-point plan “to rein inthe carnage” in Gaza on Wednesday which focuses on a major...,,
,Timeline: Israel and Palestine’s complicated history,Vox,"Oct 19, 2023","Despite agreeing to a ceasefire with Hamas just months prior, Israelisoldiers launched a raid into Gaza to kill Hamas militants in November...",,
,Three women convicted of terror offence for 'celebrating' Hamas attack onIsrael by displaying images of parag,Daily Mail Online,1 day ago,Three women were today found guilty of a terror offence for displayingimages of paragliders at a pro-Palestine march a week after Hamas...,,
,,,,,,
,,,,,,
,Older People Not Spared in Hostilities in Israel/Palestine,Human Rights Watch,10.11.2023,"About 1,400 people in Israel have been killed and more than 240 takenhostage since October 7, according to the Israeli government. Old Lives...",,
,Conflict in Israel and the occupied Palestinian territory,World Health Organization (WHO),18.10.2023,WHO urges all parties to protect health workers and ensure safe access tohealth to their populations.,,
,East Palestine Train Derailment | Governor Mike DeWine,Ohio.gov,vor 3 Wochen,"On the evening of February 3, 2023, 38 railcars on a Norfolk Southern trainderailed and caught fire in the village of East Palestine in ColumbianaCounty.",,
,Erasing Palestine,Al Jazeera,19.10.2023,"Erasing Palestine. What is happening in Palestine can no longer bedescribed as genocide, or even ethnic cleansing. It is beyond mass...",,
,"UK considering recognising Palestine state, Lord Cameron says",BBC,vor 2 Wochen,"Britain could recognise Palestine state as part of peace negotiations,foreign secretary suggests.",,
,Mapped: Recognition of Israel and Palestine by Country,Visual Capitalist,24.11.2023,"In this visualization, we look at how international recognition of Israeland Palestine breaks down among the 193 UN member states.",,
,Rifle of shooter at Joel Osteen's Lakewood megachurch had 'Palestine'written on it,101.3 KFDI,vor 1 Tag,"According to senior law enforcement officials, the assault style-type rifleused by the woman shot and killed Sunday afternoon at Joel...",,
,"Lakewood church shooter used rifle with 'Palestine' sticker, police say",The Independent,vor 1 Tag,"The shooter who opened fire inside the Lakewood church on Sunday (11February) used a rifle with a ""Palestine"" sticker on it, police said in...",,
,Keir Starmer faces General Election challenge from Palestine activists,The National.scot,vor 2 Tagen,A PRO-PALESTINE activist will challenge Keir Starmer's seat as campaignersattempt to oust the Labour leader in the next General Election .,,
,,,,,,
,,,,,,
,Committee - Question of Palestine,Welcome to the United Nations,2023/11/15,"In 1975, by its resolution 3376, the UN General Assembly established theCommittee on the Exercise of the Inalienable Rights of the...",,
,Rifle of shooter at Joel Osteen's Lakewood megachurch had 'Palestine'written on it,KLBJ-AM,1日前,"According to senior law enforcement officials, the assault style-type rifleused by the woman shot and killed Sunday afternoon at Joel...",,
,Israeli talking points in Carrie Bradshaw’s voice’: what we can learn fromtwo Israel-Palestine bestsellers,The Guardian,2023/11/13,"In this book, Mandatory Palestine was “mostly empty” and the Arabs werealways trying to “wipe the new Jewish state off the map”. She spends...",,
,What Would a Lasting Peace Between Israel and Palestine Really Look Like?,The New Yorker,2023/11/28,Look at the options that Israel has: the reoccupation of Gaza in part or inwhole is definitely not going to lead to peace. The annexation of...,,
,"After Three Devastating Months in Israel-Palestine, Is Anyone 'Winning'?",TheWire,1か月前,"Israel has seen limited success in its primary war aims, while Hamas canclaim a partial victory because it is still standing.",,
,Local elementary school closing for the week,FOX 8 News,1日前,East Palestine Elementary School will be closed for the rest of the weekafter a small electrical fire on Monday morning.,,
,What Palestine wants Penny Wong to tell Israel,AFR,1か月前,What Palestine wants Penny Wong to tell Israel ... Palestine's envoy inCanberra is urging Foreign Minister Penny Wong to demand Israel set a...,,
,UPenn donors were furious about the Palestine Writes Literature Festival.What about it made them pull their funds?,CNN,2023/10/25,"The University of Pennsylvania's administration faces an overwhelmingbacklash from donors, many of whom are pulling their funds and calling...",,
,Viral campaign attacking pro-Palestine movement points to gaps in Meta rules,The Bureau of Investigative Journalism,2023/11/24,"The campaign, run by an organisation called Facts for Peace, has publishedvideos that appear to conflate support for Palestine with backing for...",,
,,,,,,
,,,,,,
,Mapped: Recognition of Palestine by Country,Visual Capitalist,"Nov 10, 2023","As of November 2023, 138 of the 193 UN members recognized Palestine. Thismap shows the recognition of the State of Palestine by country.",,
,Israel-Hamas war updates: UN General Assembly urges Gaza ceasefire,Al Jazeera,"Dec 13, 2023","This live page is now closed. Follow along with our coverage of the Israeliwar on Gaza at our new page, here.",,
,"Genocide in Gaza, nearly 600 Palestinian children killed by Israeli forces",Defense for Children Palestine,"Oct 13, 2023",DCIP is working to document additional attacks and killings. Israeli forceshave shot and killed eight Palestinian children in the occupied West...,,
,Mideast and US leaders tried to sweep the Palestinian issue under the rug.That may not work anymore,CNN,"Oct 11, 2023","Normalization as a cornerstone of US policy. The United States has madeArab-Israeli normalization a cornerstone of its Middle East policy,...",,
,Judge who spared jail for 'paraglider' protesters 'liked' pro-Palestinesocial media post,Express.co.uk,30 mins ago,There are calls for a review of the sentencing of the women who wore'paraglider' imagery at a Palestine march.,,
,"Israel, Palestine and the mirage of a two-state solution",Financial Times,"Dec 11, 2023","Israel, Palestine and the mirage of a two-state solution ... Illustrationof a flattened city and the smoke coming from the ruins is spelling out...",,
,Three women convicted of terror offence for 'celebrating' Hamas attack onIsrael by displaying images of parag,Daily Mail Online,1 day ago,Three women were today found guilty of a terror offence for displayingimages of paragliders at a pro-Palestine march a week after Hamas...,,
,The Israeli-Palestinian Conflict and 'Shattered Dreams of Peace',PBS,"Oct 20, 2023",This is a seminal two-hour documentary that charts the pursuit andunraveling of the peace process set in motion by the 1993 Oslo Accord.,,
,Palestine Red Crescent Says 4 Gaza Hospitals Attacked in 24 Hours,Voice of America,"Nov 10, 2023",Palestine Red Crescent Says 4 Gaza Hospitals Attacked in 24 Hours · Arableaders are holding a Gaza summit in Saudi Arabia · Thousands flee...,,
,,,,,,
,,,,,,
,"As the UN votes on the Israel-Gaza war, Palestine can only observe",Al Jazeera,"Oct 27, 2023","As the UN votes on the Israel-Gaza war, Palestine can only observe. As anon-member observer, Palestine can speak at UN meetings but can't vote...",,
,Senior CIA official posted pro-Palestine image on her Facebook page,Financial Times,"Nov 28, 2023",The CIA's associate deputy director for analysis changed her Facebook coverphoto on October 21 to an image of a man waving a Palestinian flag...,,
,Middle East latest: 'We'll catch him dead or alive' - IDF's warning toHamas leader after first footage emerges,Sky News,14 hours ago,"The IDF has released footage of the first sighting of Hamas leader YahyaSinwar walking through a Gaza tunnel. Elsewhere, talks on a hostage...",,
,Israel-Hamas war updates: More Palestinian prisoners released,Al Jazeera,"Dec 1, 2023","We're glad to inform that 8 people who were being held hostage in Gaza havejust been released, with facilitation from the ICRC. Our teams have...",,
,WhatsApp’s AI shows gun-wielding children when prompted with ‘Palestine’,The Guardian,"Nov 2, 2023",WhatsApp's AI shows gun-wielding children when prompted with 'Palestine'... A WhatsApp feature that generates images in response to users'...,,
,Israel-Hamas war updates: Palestinian prisoners arrive home after release,Al Jazeera,"Nov 29, 2023",Here's what happened today · Israeli authorities have freed 30 Palestinianprisoners after 10 Israelis and two foreigners were handed over by...,,
,Revealed: Ringleader of pro-Palestine protest mob which surrounded Tory MPTobias Ellwood's home is a Corbynis,Daily Mail Online,13 hours ago,Corrie Drew was Labour 's candidate for Bournemouth East in 2019 and camesecond with 16120 votes to his 24926.,,
,"As Israel bombs Gaza, Ireland’s enduring support of Palestine gets stronger",Al Jazeera,"Nov 17, 2023","In 2021, Ireland became the first EU country to declare that Israel wasinvolved in the “de-facto annexation” of Palestinian land, upsetting...",,
,"Israel-Palestine: Blockade puts Gaza aid on the line, WHO spotlightssoaring mental health needs in Israel ...",Department of Political and Peacebuilding Affairs,"Oct 25, 2023","Humanitarian operations in Gaza risked grinding to a halt on Wednesday dueto the ongoing fuel blockade, while Israel continued to deal with...",,
,,,,,,
,,,,,,
,Columbia Suspended Pro-Palestine Student Groups. The Faculty Revolted,The New Yorker,"Dec 2, 2023","Columbia Suspended Pro-Palestine Student Groups. The Faculty Revolted. Likeother universities, the school has cracked down on activism among...",,
,Gaza media office says 100 journalists killed since Israeli attacks began,Al Jazeera,1 month ago,Palestinian journalist Muhammed Abu Hweidy latest to be killed in Israeliattack on his home in the east of Gaza City.,,
,"Meta censors pro-Palestinian views on a global scale, report claims",The Guardian,1 month ago,"Meta censors pro-Palestinian views on a global scale, report claims ...Meta has engaged in a “systemic and global” censorship of pro-Palestinian...",,
,Freed Palestinians Were Mostly Young and Not Convicted of Crimes,The New York Times,"Dec 2, 2023",Israel has released a total of 240 Palestinian prisoners and detaineesduring a weeklong pause in hostilities.,,
,This Israel has no future in the Middle East,Al Jazeera,"Nov 24, 2023","The Gaza war may turn out to be the beginning of the end, but not forPalestine.",,
,Israel country profile,BBC,"Oct 13, 2023",The division of the former British Mandate of Palestine and the creation ofthe State of Israel in the years after the end of World War Two...,,
,Israel-Hamas war updates: Gaza 'fast becoming unlivable' as fighting rages,Al Jazeera,"Dec 12, 2023","Now 1.3 million Palestinians trapped in overcrowded and unprotectedshelters; 'not a place for humans', UNRWA says.",,
,Israel-Palestine conflict: Latest updates,Anadolu Ajansı,"Oct 20, 2023","Israel-Palestine conflict has flared up again, but this time to anunprecedented level. Here are the updates on the escalation: - Anadolu...",,
,Israeli and Palestinian doctors speak out,The Lancet,"Oct 21, 2023","In the initial aftermath of the attack by Hamas, Israeli health workerswere left scrambling to treat unprecedented numbers of patients.",,
,,,,,,
,,,,,,
,Toll of Israel-Palestine crisis on children 'beyond devastating' |Department of Political and Peacebuilding Affairs,Department of Political and Peacebuilding Affairs,"Oct 31, 2023","Gaza has become a “graveyard” for children with thousands now killed underIsraeli bombardment, while more than a million face dire...",,
,What George Orwell could teach us about Israel and Palestine,Financial Times,"Nov 9, 2023",A sure-fire way to misread the world is to treat a distant conflict as afigment of your own identity. Even many clever observers have chosen a...,,
,Israel-Palestine: Protection of civilians 'must be paramount' in warGuterres tells Security Council | Department of ...,Department of Political and Peacebuilding Affairs,"Oct 24, 2023",The UN Security Council met on Tuesday at UN Headquarters in New York for ascheduled quarterly open debate on the ongoing conflict between...,,
,Israel-Hamas war updates: Death toll rises as Israeli jets pound Gaza,Al Jazeera,"Oct 9, 2023","These are the updates for the escalation between Palestinian fighters andIsrael military on Sunday, October 8, 2023.",,
,Year-in-review: Israeli forces carry out genocide against Palestinianchildren,Defense for Children Palestine,"Dec 14, 2023","Israeli forces have killed at least 7,870 Palestinian children in Gazasince the Israeli military unleashed a massive military offensive on the...",,
,Mapped: Recognition of Israel and Palestine by Country,Visual Capitalist,"Nov 24, 2023","In this visualization, we look at how international recognition of Israeland Palestine breaks down among the 193 UN member states.",,
,The Palestine Red Crescent strongly condemns the false claims by theoccupying forces about armed individuals ...,ReliefWeb,"Nov 14, 2023",The Palestine Red Crescent strongly condemns the false claims by theoccupying forces about armed individuals launching projectiles frominside...,,
,Why younger Americans are more likely to support Palestinians,The Washington Post,1 month ago,A poll found that more people ages 18-29 sympathized with Palestinians thanwith Israelis in the current conflict.,,
,ACAPS Briefing note - Palestine/Israel: Spotlight on the situation of Gazanworkers (10 November 2023) - occupied ...,ReliefWeb,"Nov 10, 2023","As at 7 October, an estimated 18,000-18,500 residents of the Gaza Stripheld work permits issued by the Israeli authorities. These allowed them...",,
,,,,,,
,,,,,,
,"What is Hamas? What to know about its origins, leaders and funding",PBS,"Oct 10, 2023",The Palestinian militant group has struggled to govern Gaza and remainscommitted to violently resisting Israel. Its surprise attack against...,,
,Why Queer Solidarity With Palestine Is Not “Chickens for KFC”,Them,"Nov 22, 2023",Why Queer Solidarity With Palestine Is Not “Chickens for KFC”. Aconversation with Dr. Sa'ed Atshan about the rise in LGBTQ+ solidaritywith...,,
,Why the Palestinian group Hamas launched an attack on Israel? All to know,Al Jazeera,"Oct 7, 2023","Hundreds killed as Israel bombards Gaza after Hamas launched surpriseattack by land, air and sea.",,
,Carter School Events on the Israel Palestine Conflict,George Mason University,"Nov 20, 2023","Members of the Carter School community are greatly concerned about recentevents in Israel, Gaza, and the West Bank both as conflict resolutionspecialists...",,
,Israel-Palestine live: Netanyahu orders negotiators to skip ceasefire talks,Middle East Eye,6 days ago,The Palestine Red Crescent Society said on Wednesday that Israeli forcesare currently shelling the vicinity of the al-Amal hospital in Khan Younis.The...,,
,This felt different': What happened at the Lyttelton Palestine protest?,The Spinoff,1 day ago,Veteran activist John Minto has laid a complaint against police after hewas pepper sprayed during a pro-Palestine protest.,,
,AJC Statement on Palestine Writes Event at the University of Pennsylvania |AJC,American Jewish Committee,"Sep 18, 2023","Since this event was announced, American Jewish Committee (AJC) has been inclose contact with Jewish students at the University of...",,
,"What Israelis, Palestinians, US and others say about 'the day after' theGaza war",Reuters,1 month ago,"As the conflict in Gaza nears a three-month milestone, Israelis,Palestinians, Americans and others have begun talking more openly about...",,
,Instagram users accuse platform of censoring posts supporting Palestine,The Guardian,"Oct 18, 2023",Instagram users are accusing the social network of purposefully censoringposts in support of Palestine – underscoring longstanding concerns...,,
,,,,,,
,,,,,,
,"The Israel-Palestine Debate, on TikTok",The New Yorker,2023-11-28,"Though it's hard for participants to gauge their influence, Jen knows fromher own experience that online debates can alter beliefs. ... After six...",,
,"Wisconsinites with ties to Israel, Palestine feel unease and frustrationover rhetoric around war",WPR,2023-10-19,"Wisconsinites with ties to Israel, Palestine feel unease and frustrationover rhetoric around war. A rabbi in Milwaukee says his community is...",,
,"Palestine, Palestinians and the Western Liberal’s Burden",TheWire.in,2023-11-18,"Palestine, Palestinians and the Western Liberal's Burden. world. He aloneknows everything about everything, including what's best for Palestine...",,
,Pro-Palestine protester who had image of Hamas paraglider stuck to her backat demo a week after October 7 att,Daily Mail Online,Prieš 2 dienas,A pro-Palestine protester who had an image of a Hamas paraglider stuck toher back at a demonstration a week after the October 7 attack...,,
,Petitions on Israel and Palestine to be debated by MPs - Committees,UK Parliament,2023-12-07,"Petitions on Israel and Palestine to be debated by MPs ... On Monday 11December, MPs will debate three petitions relating to Israel andPalestine...",,
,Pro-Palestine rally leaders credit public ‘pressure’ with Labor’s shift onGaza,The Guardian,2023-12-18,"At Sydney's pro-Palestinian rally on Sunday, the speakers criticised Laborfor not backing a permanent ceasefire as health authorities in Hamas-...",,
,"Experts on Israel and Palestine, context and background | CU Boulder Today",University of Colorado Boulder,2023-10-11,"Experts on Israel and Palestine, context and background · Hilary Kalismanis an assistant professor of history and endowed professor of Israel/...",,
,My Israeli Friends: This is Why I Support Palestinians - ILAN PAPPE,Palestine Chronicle,2023-10-10,"My Israeli Friends: This is Why I Support Palestinians – ILAN PAPPE · It isnot always easy to stick to your moral compass, but if it does point...",,
,"As the Israel-Palestine conflict escalates, more see Israel as an ally.",AP-NORC,2023-11-08,"As the Israel-Palestine conflict escalates, more see Israel as an ally. ·November 8, 2023 · Forty-three percent say that the United States' currentlevel...",,
,,,,,,
,,,,,,
,Pro-Palestinian rally shuts down Burrard Bridge,CityNews Vancouver,1 day ago,Hundreds of Pro-Palestinian demonstrators blocked traffic on the BurrardBridge during Vancouver's Monday evening commute.,,
,"Oppression in Palestine did not start on Oct. 7, but 106 years ago:Palestinian envoy to UK",Anadolu Ajansı,"Dec 10, 2023",Palestinian Ambassador to the UK Husam Zomlot said that Israel's oppressionin his country did not start on Oct. 7 but 106 years ago. Speaking...,,
,"South Africa calls for cessation of hostilities between Israel, Palestine",Anadolu Ajansı,"Oct 8, 2023","“South Africa expresses its grave concern over the recent devastatingescalation in the Israeli-Palestinian conflict,” the Department of...",,
,"I'm a Palestinian living in Canada, and I can't take the silence",CBC,"Nov 23, 2023","I'm a Palestinian living in Canada, and I can't take the silence · I feelso helpless thousands of miles away from my family's homeland · Social...",,
,"3,268 Israelis evacuated to hospitals since start of Israel-Palestineconflict: Ministry",Anadolu Ajansı,"Oct 12, 2023","The Yedioth Ahronoth newspaper cited a statement from the ministryindicating that 443 Israelis remain hospitalized, 105 of them in critical...",,
,Premier Sanchez vows that Spain will work to recognize Palestinian state,Anadolu Ajansı,"Nov 15, 2023",Spanish prime minister says his future government 'rejects indiscriminatemassacre of Palestinians' - Anadolu Ajansı.,,
,Conflict in Israel and the occupied Palestinian territory,World Health Organization (WHO),"Oct 31, 2023","Overview. Since 7 October 2023, the escalating crisis in Israel and theoccupied Palestinian territory has caused large numbers of civilian deathsand injuries.",,
,Pro-Palestine protesters surrounded Tory MP’s home & accused him of being‘complicit in genocide’...,The Sun,23 hours ago,PRO-PALESTINIAN protestors surrounded the home of a senior Tory MP onMonday night and accused him of being “complicit in genocide”.,,
,"Why South Africa condemns Israel, supports Palestine?",Anadolu Ajansı,"Nov 14, 2023",The South African government has made its position clear expressing supportfor the Palestinians amid the ongoing attacks by Israel in the Gaza...,,
,,,,,,
,,,,,,
,The art of listening: Skidmore community engages Israeli-Palestinian issue,Skidmore College,"Dec 6, 2023","Skidmore has organized several recent programs, including a faculty panelthat brought together five Skidmore professors offering multiple...",,
,Columbia Suspended Pro-Palestine Student Groups. The Faculty Revolted,The New Yorker,"Dec 2, 2023","Columbia Suspended Pro-Palestine Student Groups. The Faculty Revolted. Likeother universities, the school has cracked down on activism among...",,
